Country Name,Country Code,Series Name,Series Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Lower middle income,LMC,"Population, total",SP.POP.TOTL,2161549857,2201139625,2240561424,2280235216,2320035800,2359924081,2399909122,2439908661,2479864962,2519781995,2559728298,2599821177,2640211692,2681264749,2722672277,2764105969,2805845772,2847559084,2889349899,2931075528
Luxembourg,LUX,"Labor force, total",SL.TLF.TOTL.IN,173832,176475,181748,188742,189068,194924,195020,201394,207425,213162,215802,220410,234318,237903,243419,255227,263259,273796,282755,281982
Luxembourg,LUX,"Population, total",SP.POP.TOTL,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014
"Macao SAR, China",MAC,"Labor force, total",SL.TLF.TOTL.IN,202011,205500,210329,215719,225600,227555,231129,244048,258085,274944,295167,309395,320874,331811,342683,349955,359234,370924,376880,377917
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,401564,409837,418604,427979,438081,448896,460147,471453,482559,493320,503823,514348,525313,536969,549439,562531,575841,588781,600942,612167
"Macedonia, FYR",MKD,"Labor force, total",SL.TLF.TOTL.IN,818791,821853,825209,835801,846102,855278,866599,835139,868658,893460,907876,924528,936647,945655,948041,945930,959326,963908,959956,951994
"Macedonia, FYR",MKD,"Population, total",SP.POP.TOTL,1999599,2012057,2024394,2034819,2042842,2048928,2053426,2057047,2060272,2063145,2065458,2067378,2069093,2070739,2072383,2074036,2075739,2077495,2079308,2081206
Madagascar,MDG,"Labor force, total",SL.TLF.TOTL.IN,6802702,7023555,7253628,7492934,7727910,7978667,8237391,8505887,8782870,9135660,9495141,9863538,10244359,10638131,10958015,11286251,11611906,11931417,12238232,12618366
Madagascar,MDG,"Population, total",SP.POP.TOTL,14347854,14808791,15282521,15766806,16260932,16765117,17279141,17802997,18336724,18880268,19433523,19996469,20569121,21151640,21743949,22346573,22961146,23589801,24234088,24894551
Malawi,MWI,"Labor force, total",SL.TLF.TOTL.IN,4293072,4412905,4544431,4678794,4796865,4922368,5056809,5201289,5356531,5527878,5707144,5895222,6095214,6308640,6527585,6766967,7020984,7254868,7494698,7745958
Malawi,MWI,"Population, total",SP.POP.TOTL,10381862,10704744,11044356,11376172,11695863,12013711,12336687,12676038,13039711,13429262,13840969,14271234,14714602,15167095,15627618,16097305,16577147,17068838,17573607,18091575
Malaysia,MYS,"Labor force, total",SL.TLF.TOTL.IN,8660183,8982888,9260759,9533732,9795948,10058384,10334223,10615689,10909756,11155750,11395122,11573526,11922706,12218715,12788871,13348574,14021153,14435805,14827537,15121369
Malaysia,MYS,"Population, total",SP.POP.TOTL,21565325,22113464,22656286,23185608,23698907,24198811,24688703,25174109,25659393,26143566,26625845,27111069,27605383,28112289,28635128,29170456,29706724,30228017,30723155,31187265
Maldives,MDV,"Labor force, total",SL.TLF.TOTL.IN,76343,80408,84990,90212,98254,107322,117329,128078,139354,150383,157306,164500,171917,179485,186958,194529,201956,208998,212105,213912
Maldives,MDV,"Population, total",SP.POP.TOTL,264275,269206,274484,280384,287027,294341,302209,310423,318836,327371,336070,345054,354501,364511,375131,386203,397397,408247,418403,427756
Mali,MLI,"Labor force, total",SL.TLF.TOTL.IN,2728788,2806061,2889048,2979397,3069305,3168958,3273104,3386087,3653521,3922305,4208343,4509076,4821507,5143785,5420753,5704350,5994796,6292915,6481074,6683850
Mali,MLI,"Population, total",SP.POP.TOTL,10114094,10380835,10663723,10967690,11293258,11638929,12005128,12391906,12798763,13227064,13675606,14138216,14606597,15075085,15540989,16006670,16477818,16962846,17467905,17994837
Malta,MLT,"Labor force, total",SL.TLF.TOTL.IN,150190,152134,154199,156205,159652,160263,161290,158414,160699,163151,167277,169640,172242,176152,180374,184880,192017,199493,206436,212806
Malta,MLT,"Population, total",SP.POP.TOTL,382791,385287,387578,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,445053,455356
Marshall Islands,MHL,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,51692,51925,52079,52159,52183,52158,52116,52074,52055,52078,52137,52218,52320,52425,52542,52663,52793,52898,52994,53066
Mauritania,MRT,"Labor force, total",SL.TLF.TOTL.IN,718913,743583,768491,795035,818494,842526,866994,892063,917731,943077,969581,997072,1025852,1055829,1086950,1119569,1156418,1194603,1234381,1272883
Mauritania,MRT,"Population, total",SP.POP.TOTL,2471598,2549223,2628803,2709359,2790729,2873228,2957117,3042823,3130720,3220653,3312665,3407541,3506288,3609543,3717672,3830239,3946170,4063920,4182341,4301018
Mauritius,MUS,"Labor force, total",SL.TLF.TOTL.IN,501715,510515,520522,528417,536532,536458,535238,533393,542496,545317,545441,551604,557092,568072,568781,577108,587436,597487,607123,604135
Mauritius,MUS,"Population, total",SP.POP.TOTL,1148284,1160421,1175267,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258653,1260934,1262605,1263473
Mexico,MEX,"Labor force, total",SL.TLF.TOTL.IN,38548717,39290368,39626128,40336388,40703848,41578562,41975188,43720881,44833048,46406150,47576477,48488143,49561825,50543153,51691471,53380542,54293599,54835995,56018784,56990890
Mexico,MEX,"Population, total",SP.POP.TOTL,97281739,98821456,100300579,101719673,103067068,104355608,105640453,106995583,108472228,110092378,111836346,113661809,115505228,117318941,119090017,120828307,122535969,124221600,125890949,127540423
"Micronesia, Fed. Sts.",FSM,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,108502,108238,107816,107432,107165,106983,106816,106577,106196,105684,105078,104478,103960,103616,103468,103503,103702,104015,104433,104937
Middle East & North Africa,MEA,"Labor force, total",SL.TLF.TOTL.IN,85511704,87886112,91494983,94573092,97428715,100361574,104204926,108165214,112528458,115823511,119782438,122707787,126607707,130292918,133036336,135955688,139061643,140685929,143943676,147408167
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,298982946,305001541,311053183,317129227,323196354,329289435,335522845,342046777,348956287,356287693,363996317,371999662,380192587,388376106,396573248,404783020,412953000,421030035,428974903,436738031
Middle East & North Africa (excluding high income),MNA,"Labor force, total",SL.TLF.TOTL.IN,73352911,75406381,78602618,81055123,83404782,85781151,88883884,91960684,95273561,97349969,99896574,101353114,103769789,105831127,107208913,108751032,110651559,111185954,113334563,116007784
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,265463944,270672291,275840061,280955290,286016125,291051001,296114536,301278295,306595214,312079307,317721161,323531149,329488935,335581557,341822043,348195697,354641044,361077997,367449306,373719055
Middle income,MIC,"Labor force, total",SL.TLF.TOTL.IN,1931961939,1965819135,2004913049,2040111099,2074115239,2111008062,2147812324,2187531568,2227229223,2252797946,2276462553,2298733277,2321345744,2336848071,2360819219,2384615016,2413452430,2439370155,2466520175,2496121922
Middle income,MIC,"Population, total",SP.POP.TOTL,4356099751,4419076905,4480561195,4541041198,4600227196,4658465586,4716457496,4774222573,4831970102,4889432780,4946553085,5004104587,5062605505,5121807824,5181847962,5242597655,5304029982,5365538848,5426786956,5487997451
Moldova,MDA,"Labor force, total",SL.TLF.TOTL.IN,1388940,1401668,1411517,1417365,1422109,1428249,1437348,1447656,1420404,1386049,1350396,1312894,1273751,1248999,1261601,1217923,1241366,1236929,1320953,1281176
Moldova,MDA,"Population, total",SP.POP.TOTL,3654208,3652732,3647001,3639592,3631462,3623062,3612874,3603945,3595187,3585209,3576910,3570108,3565604,3562045,3559986,3559519,3558566,3556397,3554108,3551954
Monaco,MCO,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Population, total",SP.POP.TOTL,31251,31523,31800,32082,32360,32629,32933,33314,33793,34408,35111,35853,36534,37094,37497,37783,37971,38132,38307,38499
Mongolia,MNG,"Labor force, total",SL.TLF.TOTL.IN,879410,898205,918952,943677,967482,992198,1016899,1039167,1063952,1086986,1107969,1129526,1151716,1169399,1207606,1212141,1237902,1262326,1279224,1268790
Mongolia,MNG,"Population, total",SP.POP.TOTL,2335695,2355590,2376162,2397436,2419776,2443659,2469286,2496832,2526446,2558012,2591670,2628131,2668289,2712650,2761516,2814226,2869107,2923896,2976877,3027398
Montenegro,MNE,"Labor force, total",SL.TLF.TOTL.IN,245615,244935,244889,244465,245338,246342,247420,247899,248285,248181,248005,247950,247740,247253,246081,248546,248569,248353,247983,247596
Montenegro,MNE,"Population, total",SP.POP.TOTL,609520,607662,606001,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303
Morocco,MAR,"Labor force, total",SL.TLF.TOTL.IN,9131262,9310525,9553581,9775120,9952465,10088084,10364550,10587149,10736525,10844449,11011050,11151236,11354732,11552940,11751089,11795977,12003223,12198022,12357082,12541812
Morocco,MAR,"Population, total",SP.POP.TOTL,27825901,28175263,28514798,28849621,29181832,29512368,29843937,30179285,30521070,30869346,31225881,31596855,31989897,32409639,32858823,33333789,33824769,34318082,34803322,35276786
Mozambique,MOZ,"Labor force, total",SL.TLF.TOTL.IN,7704417,7964971,8220332,8478524,8717350,8965100,9220268,9455261,9692631,9906451,10122860,10338170,10548248,10749243,10924374,11084130,11417254,11763848,12125074,12498017
Mozambique,MOZ,"Population, total",SP.POP.TOTL,16701351,17136780,17584869,18067687,18588758,19139658,19716598,20312705,20923070,21547463,22188387,22846758,23524063,24221405,24939005,25676606,26434372,27212382,28010691,28829476
Myanmar,MMR,"Labor force, total",SL.TLF.TOTL.IN,21278649,21710826,22079197,22389243,22642808,22862942,23032156,23174157,23290105,23344489,23406073,23486340,23565571,23662845,23897710,24112996,24323894,24555902,24812006,25085390
Myanmar,MMR,"Population, total",SP.POP.TOTL,44371525,44959935,45539435,46095462,46627994,47140220,47624894,48073707,48482614,48846474,49171586,49479752,49800690,50155896,50553031,50986514,51448196,51924182,52403669,52885223
Namibia,NAM,"Labor force, total",SL.TLF.TOTL.IN,563508,588916,613862,637491,654253,668742,681785,694585,707968,722032,736592,752225,769495,788746,814910,843408,873809,905609,931910,958630
Namibia,NAM,"Population, total",SP.POP.TOTL,1758994,1810566,1858042,1899257,1933596,1962147,1986535,2009228,2032196,2055734,2079915,2106375,2137040,2173170,2215621,2263934,2316520,2370992,2425561,2479713
Nauru,NRU,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Population, total",SP.POP.TOTL,10057,10046,10040,10037,10052,10080,10106,10126,10114,10071,10002,9947,9945,10025,10057,10279,10821,11853,12475,13049
Nepal,NPL,"Labor force, total",SL.TLF.TOTL.IN,11295196,11543782,11794678,12011409,12231635,12445975,12652191,12846163,13027892,13237636,13426530,13604039,13865431,14152815,14545682,14972888,15417273,15851443,16260015,16689835
Nepal,NPL,"Population, total",SP.POP.TOTL,22389803,22856305,23305994,23740911,24161777,24566342,24950623,25309449,25640287,25940618,26214847,26475859,26741103,27023137,27327147,27649925,27985310,28323241,28656282,28982771
Netherlands,NLD,"Labor force, total",SL.TLF.TOTL.IN,7667665,7810630,7963411,8159146,8307396,8443016,8482264,8539576,8579594,8646261,8796080,8932866,9029097,8865531,8849862,8962768,8989620,8968813,9034712,9050417
Netherlands,NLD,"Population, total",SP.POP.TOTL,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314
New Caledonia,NCL,"Labor force, total",SL.TLF.TOTL.IN,94635,96585,98660,100626,102748,104813,106771,108563,110420,112285,114077,115986,117908,119872,122361,124918,127501,129937,132301,134346
New Caledonia,NCL,"Population, total",SP.POP.TOTL,201418,205279,209214,213230,217324,221490,225296,228750,232250,235750,239250,242750,245950,249750,254350,259000,263650,268050,272400,276550
New Zealand,NZL,"Labor force, total",SL.TLF.TOTL.IN,1888204,1894117,1909725,1928886,1966167,2027895,2065672,2121367,2178626,2229983,2265375,2286635,2302431,2324565,2353499,2362576,2394021,2464873,2513183,2608039
New Zealand,NZL,"Population, total",SP.POP.TOTL,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4509700,4595700,4693200
Nicaragua,NIC,"Labor force, total",SL.TLF.TOTL.IN,1669824,1735408,1800794,1874589,1930775,1986641,2042180,2097460,2152504,2211614,2280048,2348040,2415768,2483362,2551677,2620692,2689563,2756870,2818694,2882560
Nicaragua,NIC,"Population, total",SP.POP.TOTL,4786640,4869626,4949660,5026796,5100750,5171734,5240879,5309703,5379328,5450211,5522106,5594506,5666581,5737723,5807820,5877108,5945747,6013997,6082035,6149928
Niger,NER,"Labor force, total",SL.TLF.TOTL.IN,4146717,4302130,4463326,4629835,4779143,4939347,5108821,5286559,5472292,5655216,5849792,6055688,6274269,6505681,6739610,6989285,7254178,7532910,7825838,8119897
Niger,NER,"Population, total",SP.POP.TOTL,10180061,10556549,10947829,11352973,11771976,12206002,12656870,13127012,13618449,14132064,14668338,15228525,15813913,16425578,17064636,17731634,18426372,19148219,19896965,20672987
Nigeria,NGA,"Labor force, total",SL.TLF.TOTL.IN,35214120,36103266,37044372,37985698,38932999,39925288,40907104,41748206,42853686,43908010,45035923,46230729,47480739,48780928,50069086,51416082,52823397,54260696,55789651,57352456
Nigeria,NGA,"Population, total",SP.POP.TOTL,113522705,116385750,119327073,122352009,125463434,128666710,131972533,135393616,138939478,142614094,146417024,150347390,154402181,158578261,162877076,167297284,171829303,176460502,181181744,185989640
North America,NAC,"Labor force, total",SL.TLF.TOTL.IN,156289014,158533585,160806411,163002848,164233402,165512841,166545521,167842559,169852890,171904294,173569271,175663037,175913317,175928574,176190379,177693239,178511830,179401394,180572306,182703331
North America,NAC,"Population, total",SP.POP.TOTL,302704697,306162843,309600485,312993944,316113359,319050105,321847258,324864038,327892753,331014940,334184023,337405012,340465736,343408819,346051624,348808615,351451876,354223012,356937591,359735880
Northern Mariana Islands,MNP,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,62528,65474,67755,69094,69388,68763,67422,65663,63744,61688,59513,57431,55674,54424,53786,53718,54036,54468,54816,55023
Norway,NOR,"Labor force, total",SL.TLF.TOTL.IN,2330877,2377030,2382060,2405966,2417320,2439352,2409440,2422961,2431748,2465923,2522862,2598720,2599179,2607926,2626888,2671604,2699135,2723816,2762984,2768877
Norway,NOR,"Population, total",SP.POP.TOTL,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5190239,5234519
OECD members,OED,"Labor force, total",SL.TLF.TOTL.IN,537468826,542525617,547497895,551698705,554779383,559471982,563130961,569115984,575556950,582847279,589147540,596552055,599331508,604116388,605602286,611901634,616065276,621026082,624947833,629117126
OECD members,OED,"Population, total",SP.POP.TOTL,1132508266,1140597139,1148685952,1156568670,1164785029,1173046153,1181328842,1189684726,1198065132,1206821076,1215883022,1225426692,1234203233,1242391523,1248769315,1256599264,1264695223,1273109967,1281401703,1289937319
Oman,OMN,"Labor force, total",SL.TLF.TOTL.IN,796118,787547,784294,786012,801818,828989,865181,905609,950684,1014432,1088334,1172138,1274756,1398211,1553232,1722935,1909095,2097545,2274924,2409267
Oman,OMN,"Population, total",SP.POP.TOTL,2249773,2251875,2254918,2267991,2294787,2334285,2385255,2444751,2511269,2582991,2662762,2759014,2882942,3041460,3237268,3464644,3711481,3960925,4199810,4424762
Pakistan,PAK,"Labor force, total",SL.TLF.TOTL.IN,37577502,38654373,40043321,41617691,42713694,43991382,45816194,47704747,50083730,52551736,53655064,54888464,56949189,56125279,57508050,59382954,61333632,62716806,65422753,68396800
Pakistan,PAK,"Population, total",SP.POP.TOTL,129086987,132253264,135405584,138523285,141601437,144654143,147703401,150780300,153909667,157093993,160332974,163644603,167049580,170560182,174184265,177911533,181712595,185546257,189380513,193203476
Palau,PLW,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Palau,PLW,"Population, total",SP.POP.TOTL,18123,18524,18879,19175,19404,19574,19700,19804,19906,20012,20116,20228,20342,20470,20599,20758,20920,21094,21288,21503
Panama,PAN,"Labor force, total",SL.TLF.TOTL.IN,1194665,1227105,1259507,1297366,1334501,1372772,1411974,1455676,1495386,1508611,1554769,1626676,1678436,1699991,1684820,1751350,1822120,1853565,1904008,1953279
Panama,PAN,"Population, total",SP.POP.TOTL,2853941,2912328,2971197,3030347,3089684,3149265,3209174,3269541,3330465,3391905,3453807,3516268,3579385,3643222,3707782,3772938,3838462,3903986,3969249,4034119
Papua New Guinea,PNG,"Labor force, total",SL.TLF.TOTL.IN,2189342,2267461,2337132,2416828,2489549,2565689,2639812,2714173,2782349,2859974,2927919,2997895,3071027,3143422,3207210,3279368,3360224,3434621,3514523,3605797
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,5154910,5291178,5430479,5572222,5716152,5862316,6010724,6161517,6314709,6470272,6627922,6787187,6947447,7108239,7269348,7430836,7592865,7755785,7919825,8084991
Paraguay,PRY,"Labor force, total",SL.TLF.TOTL.IN,2094796,2156638,2220787,2287446,2353754,2423813,2495979,2567571,2637007,2705590,2769540,2830458,2907659,2882818,2954028,3153667,3175675,3163341,3227141,3323165
Paraguay,PRY,"Population, total",SP.POP.TOTL,4980344,5089310,5196937,5302700,5406624,5508611,5607950,5703740,5795494,5882796,5966159,6047117,6127837,6209877,6293783,6379219,6465740,6552584,6639119,6725308
Peru,PER,"Labor force, total",SL.TLF.TOTL.IN,10789427,11145342,11557191,11502890,12289391,12771228,13258254,13752567,14253792,14750542,15255493,15572305,15958608,16407919,16605508,16877968,17052108,17169769,17209815,17532996
Peru,PER,"Population, total",SP.POP.TOTL,24827406,25199748,25561299,25914879,26261363,26601467,26937738,27273194,27610410,27949944,28292724,28641980,29001507,29373646,29759989,30158966,30565716,30973354,31376671,31773839
Philippines,PHL,"Labor force, total",SL.TLF.TOTL.IN,27686251,28506333,29219813,29953311,30755300,31501594,32216119,32801108,33691711,34630153,35510753,36414550,37641192,38629516,39917372,40509613,41207282,42512009,42982424,43753750
Philippines,PHL,"Population, total",SP.POP.TOTL,73064764,74693695,76335812,77991569,79665315,81352060,83031954,84678493,86274237,87809419,89293490,90751864,92220879,93726624,95277940,96866642,98481032,100102249,101716359,103320222
Poland,POL,"Labor force, total",SL.TLF.TOTL.IN,17195392,17230780,17165967,17319035,17575446,17379008,17299857,17265330,17529421,17325045,17328555,17565954,17834006,18035960,18103946,18229612,18268083,18389715,18326432,18393553
Poland,POL,"Population, total",SP.POP.TOTL,38649660,38663481,38660271,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087
Portugal,PRT,"Labor force, total",SL.TLF.TOTL.IN,4976863,5122502,5173480,5245791,5352433,5442555,5467241,5450424,5504303,5530519,5552461,5546491,5492076,5489308,5431188,5388411,5297389,5241883,5218238,5207267
Portugal,PRT,"Population, total",SP.POP.TOTL,10108977,10160196,10217828,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452
Puerto Rico,PRI,"Labor force, total",SL.TLF.TOTL.IN,1356338,1370882,1380468,1352059,1368941,1384066,1390958,1391876,1407155,1414568,1391005,1360237,1340266,1321138,1294065,1267409,1242135,1210932,1178304,1161345
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3759430,3781101,3800081,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488,3593077,3534874,3473177,3406520
Qatar,QAT,"Labor force, total",SL.TLF.TOTL.IN,306250,314979,325934,338861,358580,381364,414132,465448,543056,663919,817830,990385,1168076,1340552,1456861,1570075,1677310,1778482,1872412,1928490
Qatar,QAT,"Population, total",SP.POP.TOTL,534608,550430,569447,592267,616886,645659,688586,758855,864863,1010382,1189633,1389342,1590780,1779676,1952054,2109568,2250473,2374419,2481539,2569804
Romania,ROU,"Labor force, total",SL.TLF.TOTL.IN,11965822,11803968,11813935,11748974,11389483,10255172,9951410,9889455,9587443,9735554,9560113,9342614,9225262,9372962,9187221,9231350,9181120,9201670,9104015,8939351
Romania,ROU,"Population, total",SP.POP.TOTL,22553978,22507344,22472040,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815481,19702332
Russian Federation,RUS,"Labor force, total",SL.TLF.TOTL.IN,70578916,69878351,73910580,74243259,72920128,73864433,73729120,74418531,74945765,75195704,76180717,76697252,76762384,76595377,76961789,76800194,76521071,76349070,76288744,76202012
Russian Federation,RUS,"Population, total",SP.POP.TOTL,147915307,147670692,147214392,146596557,145976083,145306046,144648257,144067054,143518523,143049528,142805088,142742350,142785342,142849449,142960868,143201676,143506911,143819666,144096870,144342396
Rwanda,RWA,"Labor force, total",SL.TLF.TOTL.IN,3238419,3475410,3705711,3899353,4059999,4186632,4294136,4395745,4505848,4631678,4763230,4897881,5037796,5181830,5324058,5473265,5629582,5788485,5949418,6116453
Rwanda,RWA,"Population, total",SP.POP.TOTL,6522382,7059813,7593239,8025703,8329406,8536205,8680346,8818438,8991735,9206580,9447402,9708169,9977446,10246842,10516071,10788853,11065151,11345357,11629553,11917508
Samoa,WSM,"Labor force, total",SL.TLF.TOTL.IN,35416,35613,35689,35388,35473,35637,35730,35781,35836,36099,36064,36358,37064,37441,37350,37721,38301,38638,38888,38951
Samoa,WSM,"Population, total",SP.POP.TOTL,172198,172981,173755,174610,175566,176582,177662,178781,179929,181094,182286,183526,184826,186205,187665,189194,190757,192290,193759,195125
San Marino,SMR,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,"Population, total",SP.POP.TOTL,26508,26799,27096,27418,27762,28121,28494,28866,29240,29614,29977,30351,30723,31110,31504,31914,32303,32657,32960,33203
Sao Tome and Principe,STP,"Labor force, total",SL.TLF.TOTL.IN,39002,40034,41140,42308,43438,44648,45906,47211,48553,49987,51507,53048,54616,56156,57813,59447,61066,62699,64374,66078
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,131107,133418,135886,138606,141622,144889,148372,151969,155630,159328,163101,166913,170813,174776,178800,182889,187045,191266,195553,199910
Saudi Arabia,SAU,"Labor force, total",SL.TLF.TOTL.IN,5810170,5923911,6070111,6403507,6615765,6890897,7235752,7602735,7978167,8313231,8647413,8966123,9289847,9834264,10487696,11202506,11845700,12391396,12991603,13431362
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,19505576,19882458,20294406,20764312,21303592,21906308,22556425,23228890,23905654,24578301,25252569,25940770,26661492,27425676,28238020,29086357,29944476,30776722,31557144,32275687
Senegal,SEN,"Labor force, total",SL.TLF.TOTL.IN,2627416,2689966,2755083,2825605,2900990,2983256,3067488,3155965,3247993,3343197,3508487,3683009,3867739,4062700,4268280,4408394,4554609,4704140,4855247,5007116
Senegal,SEN,"Population, total",SP.POP.TOTL,9196528,9418393,9645957,9884052,10134497,10396861,10670990,10955944,11251266,11556763,11873557,12203957,12550917,12916229,13300910,13703513,14120320,14546111,14976994,15411614
Serbia,SRB,"Labor force, total",SL.TLF.TOTL.IN,3381535,3371062,3386667,3363219,3352479,3342470,3333593,3319190,3307651,3294390,3291843,3238929,3145473,3067906,3049788,3065464,3104490,3111705,3075166,3172272
Serbia,SRB,"Population, total",SP.POP.TOTL,7596501,7567745,7540401,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322
Seychelles,SYC,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,"Population, total",SP.POP.TOTL,77319,78846,80410,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677
Sierra Leone,SLE,"Labor force, total",SL.TLF.TOTL.IN,1534273,1551553,1582977,1627251,1691569,1765096,1851855,1985777,2046352,2088933,2123330,2153046,2182553,2214611,2242523,2273034,2305339,2338156,2411919,2472407
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,4305455,4353646,4437803,4564297,4739147,4957216,5199549,5439695,5658379,5848692,6015417,6165372,6310260,6458720,6611692,6766103,6922079,7079162,7237025,7396190
Singapore,SGP,"Labor force, total",SL.TLF.TOTL.IN,1918068,1982578,2003739,2046758,2117782,2121297,2101508,2137291,2214085,2314109,2444598,2629314,2725971,2808399,2886652,2994964,3055059,3139951,3222396,3263575
Singapore,SGP,"Population, total",SP.POP.TOTL,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283
Sint Maarten (Dutch part),SXM,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,..,31240,31084,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38824,39969
Slovak Republic,SVK,"Labor force, total",SL.TLF.TOTL.IN,2517387,2525215,2551618,2584992,2632890,2623613,2658442,2674159,2661987,2653700,2650243,2681953,2672322,2683373,2686077,2710517,2717675,2723197,2738577,2762411
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5383291,5390516,5396020,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798
Slovenia,SVN,"Labor force, total",SL.TLF.TOTL.IN,959929,978874,964854,960897,969374,983286,962629,1009922,1018377,1024953,1039460,1035464,1042743,1042945,1022069,1016608,1011967,1016279,1009656,996960
Slovenia,SVN,"Population, total",SP.POP.TOTL,1985956,1981629,1983045,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042
Solomon Islands,SLB,"Labor force, total",SL.TLF.TOTL.IN,154024,159542,165446,173357,180084,186093,190925,195963,200996,205803,210490,215150,221559,226370,230276,235697,241649,248011,254126,260604
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,379947,390643,401538,412609,423853,435262,446769,458324,469885,481422,492940,504477,516079,527790,539614,551531,563513,575504,587482,599419
Somalia,SOM,"Labor force, total",SL.TLF.TOTL.IN,2108307,2156527,2208807,2263915,2305866,2355373,2410741,2470117,2532588,2597278,2664201,2735286,2814305,2903995,2986826,3082204,3187726,3299315,3414729,3527490
Somalia,SOM,"Population, total",SP.POP.TOTL,8137475,8422372,8720231,9011479,9290823,9564167,9836397,10116228,10409925,10718317,11038596,11369276,11707990,12053223,12404725,12763776,13132349,13513125,13908129,14317996
