Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025],2026 [YR2026],2027 [YR2027],2028 [YR2028],2029 [YR2029],2030 [YR2030],2031 [YR2031],2032 [YR2032],2033 [YR2033],2034 [YR2034],2035 [YR2035],2036 [YR2036],2037 [YR2037],2038 [YR2038],2039 [YR2039],2040 [YR2040],2041 [YR2041],2042 [YR2042],2043 [YR2043],2044 [YR2044],2045 [YR2045],2046 [YR2046],2047 [YR2047],2048 [YR2048],2049 [YR2049],2050 [YR2050]
Lebanon,LBN,Rural population (% of total population),SP.RUR.TOTL.ZS,57.657,55.961,54.248,52.525,50.793,49.065,47.336,45.614,43.899,42.204,40.525,38.94,37.42,35.928,34.46,33.022,31.613,30.241,28.901,27.597,26.328,25.101,23.911,22.76,21.647,20.578,19.546,18.554,17.6,17.237,16.88,16.528,16.182,15.843,15.509,15.18,14.858,14.541,14.23,14.115,14,13.882,13.76,13.634,13.506,13.373,13.238,13.099,12.958,12.813,12.666,12.516,12.364,12.21,12.053,11.894,11.734,11.571,11.407,11.242,11.075,10.907,10.738,10.568,10.397,10.226,10.055,9.887,9.721,9.557,9.396,9.23699999999999,9.081,8.92700000000001,8.77500000000001,8.626,8.479,8.334,8.19199999999999,8.05200000000001,7.914,7.77800000000001,7.64400000000001,7.51300000000001,7.383,7.256,7.13,7.00700000000001,6.88500000000001,6.76600000000001,6.648
Lesotho,LSO,Rural population,SP.RUR.TOTL,807865,819116,830338,841497,852601,863592,875256,890824,906938,923465,940356,957468,975051,993638,1013558,1035171,1059691,1090055,1121842,1154293,1186796,1219214,1251609,1283776,1315531,1346780,1375773,1398537,1420581,1442827,1465785,1489400,1513053,1536090,1557575,1576691,1594417,1612832,1627216,1635215,1635431,1627228,1611745,1591730,1570872,1551999,1535835,1523890,1514272,1506668,1500717,1496629,1497057,1499055,1501885,1504980,1508173,1511463,1514630,1517760,1520000,1523000,1524000,1526000,1527000,1528000,1530000,1532000,1533000,1534000,1535000,1534000,1533000,1532000,1530000,1527000,1524000,1520000,1516000,1512000,1507000,1501000,1495000,1489000,1482000,1474000,1466000,1458000,1449000,1440000,1430000
Lesotho,LSO,Rural population (% of total population),SP.RUR.TOTL.ZS,96.488,96.04,95.536,94.971,94.339,93.634,92.935,92.575,92.198,91.804,91.392,90.961,90.526,90.095,89.645,89.178,88.787,88.728,88.669,88.61,88.55,88.49,88.43,88.37,88.309,88.248,88.095,87.606,87.099,86.575,86.033,85.473,84.894,84.297,83.681,83.045,82.429,81.951,81.462,80.962,80.452,79.933,79.403,78.863,78.311,77.751,77.18,76.696,76.204,75.707,75.202,74.69,74.296,73.899,73.498,73.092,72.683,72.27,71.847,71.415,70.972,70.52,70.057,69.585,69.103,68.61,68.108,67.595,67.073,66.541,65.999,65.448,64.887,64.317,63.738,63.15,62.554,61.949,61.337,60.718,60.092,59.461,58.826,58.189,57.547,56.903,56.256,55.607,54.956,54.303,53.649
Liberia,LBR,Rural population,SP.RUR.TOTL,910229,921941,933680,945528,957538,969835,982401,995232,1008394,1022048,1036190,1050830,1065920,1081545,1097651,1114203,1130508,1146391,1162774,1180956,1201356,1224921,1249932,1271490,1270508,1236534,1188086,1129048,1062887,993941,925400,856858,900350,948638,1013489,1104935,1232250,1318863,1418701,1512163,1585707,1634319,1663087,1681274,1702470,1736141,1784590,1843745,1908991,1972985,2030782,2081317,2126432,2167288,2206040,2244165,2281744,2318339,2354022,2388948,2423000,2457000,2490000,2522000,2554000,2584000,2614000,2642000,2670000,2696000,2721000,2744000,2766000,2787000,2807000,2826000,2843000,2860000,2875000,2889000,2902000,2914000,2925000,2934000,2943000,2950000,2956000,2960000,2964000,2966000,2967000
Liberia,LBR,Rural population (% of total population),SP.RUR.TOTL.ZS,81.368,80.709,80.031,79.336,78.622,77.892,77.144,76.378,75.593,74.793,73.975,73.14,72.287,71.419,70.53,69.618,68.689,67.748,66.791,65.819,64.833,63.837,62.827,61.806,60.166,57.627,55.044,52.433,49.805,47.186,44.578,42,44.981,47.991,51.019,54.04,57.036,56.696,56.354,56.012,55.669,55.327,54.983,54.639,54.294,53.949,53.604,53.258,52.912,52.555,52.187,51.807,51.417,51.015,50.603,50.18,49.746,49.303,48.849,48.385,47.911,47.427,46.935,46.433,45.923,45.404,44.877,44.343,43.801,43.254,42.7,42.141,41.577,41.011,40.444,39.877,39.313,38.752,38.194,37.639,37.087,36.538,35.993,35.452,34.914,34.38,33.85,33.324,32.802,32.284,31.771
Libya,LBY,Rural population,SP.RUR.TOTL,1052666,1075660,1099697,1125052,1152067,1149771,1141767,1130351,1115210,1096467,1073782,1047407,1017299,983775,983374,984388,983151,979991,975206,969400,962814,955758,947623,937831,925439,951013,978477,1004417,1029199,1053274,1077088,1100752,1124026,1146653,1168083,1188008,1206264,1222487,1237197,1251239,1265159,1279054,1292671,1305765,1317961,1329042,1339087,1348091,1355221,1359475,1360263,1357131,1350682,1342697,1335455,1330517,1328297,1328188,1328901,1328855,1327000,1323000,1316000,1309000,1302000,1293000,1285000,1276000,1266000,1256000,1245000,1234000,1223000,1211000,1199000,1187000,1175000,1163000,1150000,1137000,1124000,1111000,1098000,1084000,1071000,1057000,1043000,1029000,1015000,1001000,986000
Libya,LBY,Rural population (% of total population),SP.RUR.TOTL.ZS,72.677,71.803,70.911,70.002,69.076,66.334,63.302,60.161,56.93,53.648,50.329,47.008,43.708,40.472,38.763,37.215,35.69,34.198,32.735,31.304,29.906,28.549,27.227,25.945,24.7,24.55,24.495,24.44,24.386,24.331,24.277,24.223,24.168,24.114,24.06,24.006,23.952,23.886,23.807,23.716,23.613,23.498,23.371,23.232,23.081,22.92,22.747,22.563,22.368,22.163,21.948,21.723,21.488,21.244,20.991,20.73,20.46,20.183,19.898,19.607,19.309,19.006,18.698,18.394,18.093,17.796,17.503,17.214,16.929,16.647,16.369,16.095,15.825,15.558,15.295,15.036,14.78,14.528,14.279,14.034,13.793,13.555,13.32,13.089,12.862,12.637,12.417,12.199,11.985,11.774,11.566
Liechtenstein,LIE,Rural population,SP.RUR.TOTL,13122,13461,13814,14195,14593,15018,15463,15938,16420,16892,17342,17738,18085,18424,18769,19143,19548,19973,20406,20804,21150,21466,21748,21994,22235,22480,22742,23010,23291,23594,23916,24254,24607,24984,25386,25790,26241,26739,27238,27718,28163,28532,28829,29100,29355,29597,29835,30065,30301,30540,30788,31063,31355,31640,31895,32111,32272,32389,32474,32555,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,32000,32000,32000,32000,32000
Liechtenstein,LIE,Rural population (% of total population),SP.RUR.TOTL.ZS,79.563,79.685,79.898,80.11,80.321,80.529,80.736,80.941,81.145,81.346,81.547,81.636,81.646,81.656,81.666,81.676,81.686,81.696,81.706,81.716,81.726,81.813,81.957,82.099,82.241,82.381,82.521,82.66,82.799,82.936,83.072,83.179,83.264,83.349,83.434,83.518,83.71,84.006,84.298,84.586,84.87,85.038,85.094,85.15,85.205,85.261,85.316,85.371,85.426,85.481,85.536,85.59,85.633,85.666,85.687,85.697,85.697,85.685,85.662,85.629,85.584,85.529,85.462,85.383,85.293,85.192,85.079,84.953,84.815,84.665,84.501,84.325,84.135,83.931,83.714,83.481,83.234,82.972,82.706,82.437,82.164,81.888,81.609,81.327,81.041,80.752,80.46,80.164,79.865,79.563,79.257
Lithuania,LTU,Rural population,SP.RUR.TOTL,1682134,1681622,1676921,1668810,1660120,1650640,1640440,1629241,1616181,1599338,1583816,1566663,1543567,1518073,1491226,1463127,1434155,1404686,1374043,1346871,1325756,1306374,1288491,1271886,1255379,1239243,1224239,1210036,1195932,1192151,1198728,1202992,1203869,1200385,1194240,1187261,1180429,1173860,1167517,1161377,1155337,1148181,1142134,1136002,1126390,1108561,1088684,1073533,1060278,1048760,1029629,1007121,990028,976451,964514,951939,936019,918778,905487,895831,880000,865000,851000,838000,825000,811000,798000,785000,771000,757000,744000,730000,716000,702000,687000,673000,659000,644000,630000,616000,602000,588000,574000,560000,547000,534000,522000,510000,498000,487000,476000
Lithuania,LTU,Rural population (% of total population),SP.RUR.TOTL.ZS,60.54,59.557,58.565,57.566,56.559,55.55,54.535,53.516,52.493,51.47,50.445,49.281,48.032,46.79,45.549,44.315,43.085,41.868,40.658,39.639,38.842,38.054,37.27,36.494,35.723,34.962,34.207,33.46,32.72,32.358,32.417,32.477,32.536,32.596,32.655,32.715,32.775,32.834,32.894,32.954,33.014,33.081,33.172,33.263,33.354,33.365,33.294,33.223,33.152,33.158,33.243,33.259,33.136,33.014,32.892,32.77,32.634,32.484,32.321,32.145,31.954,31.751,31.535,31.306,31.064,30.81,30.543,30.265,29.975,29.674,29.362,29.039,28.706,28.364,28.011,27.65,27.28,26.902,26.517,26.125,25.728,25.326,24.927,24.532,24.141,23.755,23.373,22.996,22.622,22.253,21.888
Low & middle income,LMY,Rural population,SP.RUR.TOTL,1721955026,1733087440,1754458931,1785270461,1815778521,1852609581,1892140886,1930935401,1970618832,2011830635,2054012923,2096746109,2137501516,2176738266,2214067463,2251697675,2286895324,2321212116,2352704917,2381818733,2410623290,2439778145,2471732823,2505094678,2537229906,2569517422,2602687789,2636759930,2670640713,2703987626,2737133731,2768350020,2797976810,2826252090,2853698862,2880151090,2905734098,2930341219,2953707595,2975650377,2996021368,3012691434,3025969073,3038037732,3049148819,3059392583,3069358008,3079236820,3087884084,3096032585,3103492627,3111963353,3120407490,3128541226,3136104682,3142823644,3149116973,3154845619,3159506911.5,3163249437,3166408300,3168878300,3170649200,3171682100,3171958100,3171419900,3170065900,3167909900,3164983700,3161265600,3156773600,3151530500,3145512300,3138714200,3131156200,3122867100,3113881000,3104201800,3093821700,3082800600,3071119500,3058824400,3045888300,3032342200,3017868100,3002526100,2986304900,2969253800,2951378700,2932696600,2913185500
Low & middle income,LMY,Rural population (% of total population),SP.RUR.TOTL.ZS,76.4896481989786,75.98835793002,75.5085874300861,75.0580611527927,74.6004686196926,74.3639744330635,74.1368632102129,73.8951795718543,73.6489607521817,73.4029534829475,73.1590882836368,72.9088600041187,72.6253089450226,72.3044621114122,71.9460256231329,71.6421324980154,71.2861378614905,70.9264883189042,70.4719570796638,69.932845648532,69.3861180546659,68.8313989587722,68.3108897347444,67.8272806835198,67.328829634496,66.8282260761262,66.3323373296153,65.8428735168643,65.3555717479814,64.8819234989804,64.4065569847727,63.9418652839154,63.4796373399569,63.0180592445618,62.5608748449465,62.1062428641999,61.6506147457736,61.1903257182205,60.7264256150571,60.2612873794168,59.7870691433063,59.2612829426143,58.6891038351905,58.1107196340047,57.5288157751238,56.9428626737705,56.3665373646636,55.8016434398104,55.2225898693756,54.6422277619675,54.0605933352024,53.5037430077323,52.9560197519244,52.4091528520796,51.8620781362958,51.312039843021,50.7639096091685,50.2183834001099,49.6806524312252,49.1501713616969,48.6245094446248,48.1044046874564,47.590084188467,47.0813667209918,46.577972915339,46.0794358183539,45.5853203716981,45.0955677553018,44.6101611450901,44.1287769807853,43.6509927228936,43.1771222981862,42.7067747614106,42.2397749551558,41.7758723294141,41.3152177083561,40.8579777345856,40.4036411642526,39.9521308768799,39.5039688522223,39.058931054573,38.6173586861903,38.1789539747029,37.7439252262452,37.3083225325511,36.8729163065881,36.4376206593154,36.0025304716999,35.5679382312272,35.1337542912388,34.700354621294
Low income,LIC,Rural population,SP.RUR.TOTL,124062154,126326958,128638448,131016669,133494360,136091396,138813757,141642268,144459596,147234168,150061506,153264668,156523634,159849350,163278583,166780899,170442336,174170785,177972888,181859564,185744175,189569776,193434346,197292544,201190329,205193524,209403089,213813995,218422934,223330730,228449358,233925375,239686917,245696663,252074559,258498211,264916263,271286650,277790077,284499568,291468129,298627586,306048912,313726597,321627297,329574331,337616988,346163293,354132150,362109842,370075263,378314126,386672637,395060163,403503798,411738644,420088981,428534984,437077170,445737361,454458000,463255000,472097000,480925000,489664000,498262000,506691000,514951000,523039000,530955000,538706000,546279000,553658000,560837000,567817000,574609000,581197000,587580000,593754000,599707000,605452000,610992000,616298000,621378000,626212000,630778000,635085000,639123000,642890000,646373000,649584000
Low income,LIC,Rural population (% of total population),SP.RUR.TOTL.ZS,86.3127671677711,85.9662285877574,85.6181038969099,85.2625016911813,84.8939323885564,84.5082479487942,84.1053055884479,83.6846863155918,83.1954151614825,82.6459744366614,82.1082238398798,81.7587893867776,81.4143984065265,81.077166470707,80.7590707254878,80.4404035644746,80.1573056052487,79.8667396154505,79.5812413804244,79.3171942936573,79.0421714522454,78.734509183924,78.4266242826373,78.0824850300245,77.699038927962,77.2864167417239,76.8825326485524,76.4857779061372,76.0839581172148,75.7002462218657,75.2988074699172,74.9195089916093,74.5454981470701,74.1936937400066,73.9348268346661,73.6936044933294,73.465018114546,73.2261185277376,73.0022571205031,72.778666929882,72.5463399306058,72.2853129803829,72.0227377008512,71.7636107492359,71.5100690174197,71.2316476060147,70.9388170591063,70.7169482226365,70.3585906192746,70.0043335698904,69.6599111944914,69.3815396052675,69.1307131199662,68.8757777298524,68.602711486034,68.2551507602231,67.8897848187174,67.5074379749682,67.1055821151392,66.6817338257066,66.2389168346473,65.7753188441808,65.2926758776734,64.7955736062084,64.2898933804415,63.7800359015386,63.2669945285118,62.7502930613657,62.2291708564297,61.7026379026832,61.1701115037415,60.6317978501188,60.0877945909281,59.5380503089772,58.9823552469068,58.4217327317038,57.8560688043211,57.2856253225843,56.7114940389887,56.13346982709,55.553699778502,54.9726605922756,54.3893999286923,53.8048765074194,53.2182971694986,52.6293755166746,52.0389724410933,51.4468198941155,50.8532996442036,50.2583032028464,49.6624645103482
Lower middle income,LMC,Rural population,SP.RUR.TOTL,702506346,716179878,729946625,744067789,758500496,773186893,788228841,803616713,819264301,835197360,851448131,867705676,883644437,899851851,916328996,935115809,952355393,969950319,987833949,1006345135,1025210797,1044887577,1066368636,1088226457,1110228484,1132263561,1154312230,1176419194,1198529228,1220652646,1243295832,1266087627,1289052757,1311815128,1334296787,1356779468,1379150386,1401307485,1423211379,1444827702,1466025853,1485856135,1504276751,1522248324,1539818494,1557014123,1573977276,1590646059,1606960194,1622909399,1638583896,1653704134,1668192150,1682344321,1696041994,1709317539,1722155746,1734442534,1746129196,1757170343,1767370000,1776826000,1785536000,1793445000,1800562000,1806814000,1812211000,1816726000,1820380000,1823163000,1825082000,1826132000,1826334000,1825656000,1824123000,1821724000,1818505000,1814464000,1809566000,1803906000,1797441000,1790237000,1782288000,1773653000,1764375000,1754498000,1744033000,1733011000,1721415000,1709300000,1696655000
Lower middle income,LMC,Rural population (% of total population),SP.RUR.TOTL.ZS,80.1750403422346,79.9395963825687,79.6661956145108,79.388640417086,79.1079863949476,78.822594379513,78.5432921889774,78.2681047934026,77.9873771313693,77.7023410961771,77.4149416453145,77.0965769453916,76.7198455553957,76.3369738651031,75.9459786509597,75.7112375563694,75.3182435077329,74.924537275147,74.5202884228245,74.1250313832618,73.7155532980778,73.3223981201268,73.0234595278761,72.7192855984855,72.4060531896938,72.0874599752812,71.7634822205773,71.4386969609399,71.113792240004,70.7931245175954,70.431999815422,70.1725195334427,69.9285056572808,69.6872738467824,69.4485297980533,69.2174109426925,68.9825188522727,68.7415493987147,68.49789395875,68.2554568843804,68.004387361917,67.7056016466739,67.3558481149079,66.997596084948,66.6313736846474,66.25740349061,65.8807845755042,65.4983145240958,65.1082271342881,64.711121565242,64.3047185465673,63.8876786470533,63.4663905395024,63.0381390497709,62.6036706385659,62.1609725365891,61.7123473951785,61.2559750382931,60.789951051233,60.3141491577427,59.8292172486692,59.3349878629997,58.8319508512926,58.3193418766954,57.7982580358848,57.2674551436017,56.7276466422357,56.1786379513371,55.6214508438356,55.056238628193,54.4830888686224,53.9025182241541,53.3153201456238,52.7211454677873,52.1211866509246,51.5156391816656,50.9058976116161,50.2917027775915,49.6725151032365,49.0506078729838,48.4249497064774,47.7970214540516,47.1669936911832,46.535863246215,45.9048568175621,45.2747933865381,44.6459110353318,44.0184023734769,43.3920873218071,42.7677931759651,42.1451187030443
Luxembourg,LUX,Rural population,SP.RUR.TOTL,95585,95285,94804,94141,93543,92959,91981,90646,89252,88081,86916,85893,84820,83663,82666,81492,79841,77959,76112,74338,72677,71423,71274,71088,70956,70888,71000,71258,71568,72060,72754,73027,72443,72114,70584,69903,71143,72233,72653,71252,68866,66922,65592,64389,63322,62340,61400,60436,59615,58848,58061,57505,57082,56651,56277,55941,55524,55298,54831,54408,54000,53000,52000,51000,51000,50000,49000,49000,48000,47000,47000,46000,46000,45000,45000,44000,44000,44000,43000,43000,43000,42000,42000,41000,41000,41000,40000,40000,39000,39000,39000
Luxembourg,LUX,Rural population (% of total population),SP.RUR.TOTL.ZS,30.444,30.073,29.557,29.047,28.541,28.042,27.548,27.059,26.575,26.098,25.626,25.084,24.472,23.873,23.283,22.703,22.133,21.574,21.025,20.487,19.958,19.556,19.499,19.443,19.387,19.331,19.275,19.22,19.164,19.109,19.053,18.87,18.472,18.143,17.518,17.107,17.175,17.221,17.107,16.552,15.784,15.157,14.701,14.257,13.823,13.402,12.991,12.591,12.2,11.822,11.453,11.094,10.751,10.426,10.116,9.821,9.54000000000001,9.273,9.01900000000001,8.777,8.547,8.328,8.119,7.922,7.73399999999999,7.55500000000001,7.38500000000001,7.224,7.071,6.92700000000001,6.789,6.65900000000001,6.536,6.42,6.31,6.206,6.108,6.01600000000001,5.926,5.836,5.748,5.661,5.57599999999999,5.491,5.408,5.32599999999999,5.245,5.166,5.087,5.01000000000001,4.934
"Macao SAR, China",MAC,Rural population,SP.RUR.TOTL,7905,7964,7830,7788,7781,7769,7750,7721,7654,7521,7307,6945,6475,5993,5526,5096,4698,4334,4012,3743,3526,3273,2790,2390,2056,1766,1519,1307,1119,958,815,690,583,492,412,347,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macao SAR, China",MAC,Rural population (% of total population),SP.RUR.TOTL.ZS,4.711,4.672,4.444,4.227,4.02,3.82299999999999,3.63500000000001,3.456,3.285,3.123,2.968,2.792,2.60299999999999,2.42700000000001,2.262,2.10899999999999,1.965,1.831,1.706,1.59,1.48099999999999,1.345,1.111,0.915999999999997,0.756,0.623000000000005,0.513999999999996,0.424000000000007,0.349000000000004,0.287999999999997,0.236999999999995,0.194999999999993,0.161000000000001,0.132999999999996,0.108999999999995,0.0900000000000034,0.019999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,MDG,Rural population,SP.RUR.TOTL,4556698,4650490,4747188,4846779,4949357,5055047,5164152,5279473,5398423,5521593,5649046,5776205,5907128,6041877,6180078,6321825,6471008,6623759,6779889,6939372,7101899,7267866,7437075,7608842,7782249,7956904,8132418,8309614,8489530,8674500,8865299,9062330,9265243,9474780,9729871,9999286,10279926,10571355,10871726,11178706,11490691,11806900,12127383,12452040,12780594,13053180,13324750,13595115,13863555,14130778,14396229,14659783,14921523,15182440,15443355,15705385,15968251,16231667,16495131,16758458,17021000,17282000,17541000,17799000,18054000,18306000,18554000,18799000,19040000,19276000,19507000,19733000,19955000,20172000,20386000,20593000,20792000,20984000,21168000,21344000,21513000,21673000,21825000,21969000,22105000,22233000,22353000,22465000,22568000,22662000,22748000
Madagascar,MDG,Rural population (% of total population),SP.RUR.TOTL.ZS,89.358,89.029,88.691,88.343,87.986,87.621,87.253,86.926,86.59,86.249,85.9,85.474,85.036,84.589,84.131,83.666,83.245,82.816,82.378,81.932,81.476,81.012,80.539,80.057,79.566,79.067,78.558,78.041,77.513,76.979,76.434,75.881,75.319,74.749,74.464,74.204,73.942,73.679,73.414,73.147,72.879,72.609,72.337,72.064,71.789,71.186,70.575,69.957,69.33,68.699,68.062,67.42,66.773,66.122,65.466,64.807,64.144,63.478,62.809,62.139,61.466,60.793,60.118,59.444,58.769,58.096,57.423,56.753,56.085,55.421,54.76,54.105,53.456,52.815,52.183,51.549,50.914,50.279,49.644,49.009,48.374,47.74,47.106,46.474,45.842,45.212,44.584,43.957,43.332,42.709,42.089
Malawi,MWI,Rural population,SP.RUR.TOTL,3499311,3579516,3662831,3749250,3838817,3931541,4027644,4122097,4218657,4317668,4419062,4522684,4628756,4738356,4852703,4972750,5101167,5237988,5387612,5538360,5684775,5818405,5943464,6084076,6272952,6529593,6869086,7274847,7692354,8055205,8317340,8459353,8502541,8490908,8487814,8538750,8656783,8827614,9034490,9278057,9519924,9751725,9981682,10215154,10460991,10725241,11008962,11309182,11623954,11948322,12279575,12617250,12961589,13310371,13661711,14013642,14365384,14716853,15070382,15429446,15796000,16171000,16552000,16939000,17329000,17719000,18110000,18501000,18890000,19277000,19659000,20037000,20410000,20776000,21134000,21487000,21835000,22177000,22513000,22842000,23164000,23480000,23788000,24087000,24378000,24660000,24932000,25195000,25448000,25691000,25924000
Malawi,MWI,Rural population (% of total population),SP.RUR.TOTL.ZS,95.61,95.511,95.41,95.306,95.2,95.092,94.982,94.751,94.495,94.227,93.947,93.655,93.349,93.03,92.696,92.348,91.985,91.606,91.364,91.159,90.95,90.737,90.519,90.296,90.069,89.837,89.6,89.359,89.066,88.757,88.44,88.115,87.782,87.442,87.093,86.737,86.371,85.998,85.616,85.478,85.39,85.302,85.214,85.125,85.036,84.946,84.856,84.765,84.674,84.571,84.456,84.328,84.188,84.034,83.868,83.687,83.494,83.286,83.063,82.826,82.573,82.305,82.02,81.72,81.402,81.067,80.714,80.342,79.952,79.543,79.114,78.665,78.196,77.707,77.198,76.68,76.153,75.619,75.076,74.526,73.967,73.401,72.827,72.245,71.655,71.058,70.454,69.842,69.223,68.598,67.965
Malaysia,MYS,Rural population,SP.RUR.TOTL,5986922,6124725,6267613,6411054,6548759,6676879,6793927,6901423,7001290,7096686,7189717,7271227,7349003,7425780,7503250,7582880,7665875,7752080,7838141,7920151,7996818,8083692,8165526,8247750,8337685,8440111,8555961,8682311,8812190,8937667,9052053,9153294,9156620,9136664,9109340,9078468,9044089,9005269,8957319,8896372,8819152,8790867,8749881,8698924,8641905,8582206,8520092,8454325,8381881,8299711,8205153,8134293,8059147,7977224,7891641,7805973,7720297,7637218,7555510,7474011,7392000,7310000,7229000,7147000,7065000,6983000,6901000,6819000,6737000,6656000,6574000,6494000,6414000,6335000,6257000,6180000,6104000,6029000,5956000,5884000,5814000,5746000,5681000,5615000,5548000,5480000,5413000,5345000,5276000,5208000,5140000
Malaysia,MYS,Rural population (% of total population),SP.RUR.TOTL.ZS,73.402,72.759,72.105,71.442,70.768,70.087,69.396,68.696,67.987,67.271,66.546,65.729,64.896,64.056,63.206,62.348,61.481,60.609,59.729,58.842,57.956,57.193,56.426,55.655,54.881,54.107,53.329,52.55,51.768,50.988,50.206,49.424,48.186,46.891,45.598,44.312,43.031,41.763,40.504,39.258,38.023,37.078,36.144,35.22,34.306,33.406,32.517,31.64,30.775,29.925,29.088,28.391,27.725,27.07,26.423,25.787,25.16,24.553,23.964,23.393,22.84,22.304,21.786,21.284,20.799,20.33,19.876,19.438,19.016,18.608,18.214,17.835,17.469,17.117,16.777,16.451,16.137,15.836,15.546,15.268,15.002,14.748,14.505,14.265,14.028,13.794,13.564,13.337,13.113,12.893,12.675
Maldives,MDV,Rural population,SP.RUR.TOTL,79823,81957,84192,86484,88747,90949,93158,95294,97236,99412,101932,103981,106260,108628,110855,112811,114424,115766,117569,120158,123056,126300,129810,133492,137222,141222,146079,150955,155814,160637,165494,170530,175514,180379,184984,188983,191775,194243,196630,199308,201988,203681,205807,208089,210135,211740,213541,217190,221149,226101,232482,240286,249199,258977,269248,279641,290282,300919,310408,317308,321000,320000,316000,310000,304000,298000,294000,291000,289000,287000,285000,284000,284000,284000,284000,284000,284000,283000,282000,282000,281000,280000,280000,279000,278000,277000,276000,275000,273000,272000,270000
Maldives,MDV,Rural population (% of total population),SP.RUR.TOTL.ZS,88.827,88.77,88.712,88.655,88.596,88.542,88.607,88.664,88.484,88.302,88.107,87.158,86.142,85.064,83.915,82.696,81.404,80.042,79.022,78.393,77.75,77.095,76.426,75.743,75.046,74.509,74.43,74.352,74.273,74.194,74.16,74.224,74.287,74.351,74.414,74.362,73.992,73.621,73.245,72.866,72.294,71.141,69.958,68.748,67.51,66.25,65.206,64.8,64.39,63.979,63.566,63.151,62.733,62.315,61.894,61.471,61.046,60.62,60.192,59.762,59.331,58.898,58.464,58.029,57.593,57.155,56.716,56.277,55.837,55.395,54.954,54.511,54.069,53.626,53.183,52.739,52.296,51.854,51.411,50.969,50.529,50.088,49.647,49.206,48.765,48.325,47.884,47.444,47.004,46.565,46.127
Mali,MLI,Rural population,SP.RUR.TOTL,4681248,4717603,4753793,4790252,4827561,4866410,4906692,4948758,4993543,5042514,5096547,5156165,5220913,5289356,5359283,5429297,5498307,5565610,5632913,5703763,5779587,5862300,5950390,6038245,6118333,6186174,6239182,6282968,6334400,6397004,6479224,6584503,6709792,6849550,6994719,7139490,7282262,7426023,7568597,7700590,7842471,7994382,8154358,8322341,8497551,8679686,8868445,9062934,9258083,9448766,9631736,9805377,9971367,10133445,10296683,10464836,10638588,10816422,10997144,11178343,11359000,11538000,11717000,11895000,12074000,12254000,12434000,12615000,12797000,12978000,13159000,13339000,13519000,13700000,13880000,14062000,14239000,14411000,14577000,14737000,14892000,15038000,15178000,15311000,15437000,15555000,15666000,15770000,15866000,15954000,16035000
Mali,MLI,Rural population (% of total population),SP.RUR.TOTL.ZS,88.934,88.639,88.338,88.03,87.714,87.392,87.062,86.726,86.381,86.029,85.67,85.303,84.928,84.546,84.155,83.756,83.349,82.917,82.46,81.993,81.516,81.03,80.534,80.028,79.512,78.987,78.452,77.931,77.518,77.101,76.678,76.249,75.814,75.376,74.931,74.481,74.025,73.566,73.052,72.354,71.644,70.925,70.194,69.453,68.7,67.94,67.168,66.388,65.597,64.8,64.001,63.201,62.401,61.602,60.804,60.009,59.217,58.428,57.644,56.864,56.091,55.323,54.563,53.811,53.066,52.331,51.605,50.89,50.186,49.493,48.813,48.145,47.492,46.853,46.231,45.628,45.023,44.42,43.819,43.219,42.622,42.026,41.433,40.842,40.254,39.669,39.087,38.508,37.932,37.359,36.79
